enrollee_id,target
16548,0.5009238670946562
12036,0.4893857321176861
11061,0.493757630805152
5032,0.4899437337069747
17599,0.4885433258375539
19314,0.4895011051181221
12365,0.4939990326934612
22696,0.4885658130060183
16083,0.48848584040492304
33240,0.48955888876963916
813,0.487115419188879
1362,0.4880860105601102
3821,0.48990233382825826
26316,0.4928334948545784
29269,0.48942067206265744
22524,0.4890393086264635
30407,0.4891987402468886
863,0.48729111541872633
27743,0.4883333254374993
29303,0.48791010519465483
1019,0.4901248266373754
8819,0.4891180035751033
5397,0.4895862932338691
14697,0.48663859852404323
10407,0.4898206797843816
19224,0.4906826675826337
735,0.4871894563618878
14106,0.4962110606781867
858,0.48899940033582806
9061,0.48718095346000545
12775,0.4875483768589262
7964,0.48905329327475083
30781,0.490264480463038
29346,0.4928641676615594
17991,0.48953443329518576
15768,0.4866143382901509
15378,0.4881285181982282
27248,0.4879318150717311
5931,0.4869152105051679
11897,0.48729111541872633
10606,0.48660318576953515
28368,0.49114791609832403
11081,0.4866491773662783
19611,0.489636217506011
1283,0.4903688895796896
18590,0.4886828222122793
2076,0.48701413196777404
19130,0.48978339667060516
29874,0.4872474396955914
16387,0.48633817677261415
22536,0.48785058262088554
30268,0.49332017245380133
23258,0.48983621869884625
14201,0.4903508141788868
10551,0.4913633312108617
28787,0.4906265774572339
23340,0.49570502674997285
26020,0.4901636227002088
22989,0.48939000117158965
14594,0.4886987908708729
10127,0.49057498894135376
18684,0.48949631974598906
20163,0.49033500215072207
997,0.4891070344928407
32505,0.4952705530869576
28948,0.4903175489257571
19793,0.48832292506189
22487,0.4928430542369238
28765,0.48765507603912084
28078,0.49047146084784615
3780,0.48842093826281036
15396,0.49048345284112244
31167,0.4874394994224514
8834,0.4906026062626181
12051,0.4864200203825339
29453,0.4962139078935563
4305,0.4903375708721825
28298,0.49116218223563335
33189,0.4881484222426514
6611,0.48703867752427266
4763,0.492044161260102
11459,0.4872474396955914
4870,0.4885761540422638
12630,0.48953443329518576
29618,0.48727656988426304
30033,0.4918784515429152
25404,0.4897675326958744
5522,0.4904912021997601
13026,0.49169797782657626
14788,0.48999598949813905
8450,0.4940275359278961
15425,0.48740265184903303
17221,0.49682049562916153
32535,0.4904770770986414
3356,0.4885267882095333
6938,0.48991226514178265
25715,0.48920173821253465
25064,0.4896848412492632
29805,0.48678053649547454
20608,0.49421916192154075
32283,0.4890175965312231
17793,0.49384983836058166
1525,0.49019213838158715
3579,0.49304929717761053
1704,0.48664685855248174
16657,0.4914842405146503
21066,0.48967279291915244
32817,0.4874298115404165
24938,0.4901586188917292
2837,0.4941750629701499
1157,0.4887593474309064
33154,0.4957027574037747
27434,0.4908326707439371
15056,0.48879060308600764
2555,0.4900763842387552
19701,0.48594437329145224
25529,0.48648277320506206
17070,0.4932125967259796
26053,0.4886167140135733
30684,0.4888255080109415
2815,0.4899495310849141
31291,0.487655042254268
26903,0.49003385864984206
32889,0.4906775941334152
20873,0.488652891785826
27921,0.4906166822798415
16150,0.4886493811304081
31345,0.4894429357330021
13375,0.49262383753724337
12369,0.4926063502754613
30180,0.4883366967814448
33355,0.48589288647969037
2417,0.4883753875498658
30481,0.48868919700108754
5540,0.49046542472007426
32713,0.48926169995271807
263,0.4946469546906227
20373,0.4886906162933171
4991,0.49112574709557694
24045,0.4924209894749119
17697,0.4899061149299442
30866,0.4882404896046356
12996,0.4904132929023771
25973,0.4875621417399565
18035,0.4947210373167472
8980,0.4883567932924356
6515,0.4948521018774258
24754,0.4894495075570071
3901,0.4876649584797052
8499,0.49271570751760657
6139,0.4842424726917324
31696,0.487335506548918
24611,0.48697207562744915
18882,0.48757459969689354
11713,0.4965277673597519
7027,0.48714990424196386
23513,0.4881594437000737
3013,0.4906265774572339
11584,0.4906859032708428
24451,0.4907437479679332
17738,0.4928880848243852
30028,0.4911174714582162
9366,0.49343122244008014
25896,0.4887867447124809
29281,0.49145794381282376
31222,0.48878650723461486
11790,0.49006408619433023
15533,0.49355453024309237
10055,0.4923150190225764
32053,0.4933519646486742
9977,0.4897641443978349
30111,0.48912754720184287
20140,0.491104375088918
24780,0.491397508933129
33097,0.4885335168743696
1312,0.4895011051181221
8694,0.48795604563861017
14127,0.4893777123298349
29904,0.4895011051181221
29099,0.48746120829243417
18616,0.4860077930728337
31040,0.4967096356348239
28643,0.49030025792876664
7132,0.4908876923056755
30579,0.48721519647796474
19419,0.4924225760780265
7835,0.48739776429978154
11957,0.49107948195000306
20303,0.4869488384223683
20120,0.4880557000959953
24434,0.4887536785262409
25972,0.4864858307859433
10442,0.4895431715796187
24285,0.4951368740389308
8925,0.4904617320466204
26227,0.49016990408008704
15960,0.4881245409197574
28482,0.4927503795755913
23555,0.48973247185304614
10319,0.4904132929023771
9717,0.49195467350411676
24606,0.49645643974999626
4545,0.4891819989311062
30371,0.4917998916786382
10309,0.4892034207575362
11076,0.48812947774392
14411,0.4977168227124395
18403,0.48882823664862834
30763,0.4933519646486742
10772,0.48589879543048425
10597,0.4878449066713654
6940,0.4886828222122793
14149,0.4965632295214973
30682,0.4893740736605659
33089,0.48920173821253465
28300,0.4898799851857834
28024,0.4884617461232467
15923,0.49057498894135376
23021,0.4868850638576489
9271,0.4903268834902193
24649,0.49104265992957474
25717,0.49180278462669275
21247,0.4916576623166187
2302,0.4891191903322283
32609,0.49064342754233503
27506,0.48688257493730036
30403,0.4914197362210584
6612,0.488681918607274
14011,0.49105996949132275
22398,0.48883222556751177
13659,0.48886718092528886
7087,0.4902704564848975
33044,0.4881150489759434
29659,0.49204722537745527
23199,0.4895011051181221
1093,0.4884414443237919
12165,0.4883278906980814
27636,0.4878657115326605
11850,0.4953883185878683
1929,0.48954455437840577
31747,0.49361695199180533
29506,0.4909942461628702
10320,0.48798235225866166
4209,0.4895250676744595
28190,0.4900182286406246
26665,0.493757630805152
13817,0.4911011976071174
2899,0.4971889697261291
8530,0.49142891420866336
28742,0.48981230398884307
4944,0.4917202464403748
16458,0.4968732874963818
23632,0.49332901571815724
7422,0.49262043033909036
14564,0.48877423599906045
18967,0.4895179574590442
12862,0.49270673601557435
18021,0.4908832539671836
27748,0.4906832404548967
1683,0.4895423750391807
13043,0.4904912021997601
274,0.488677615773971
30001,0.48826940258485546
19300,0.49362291919026846
25154,0.4936596689211456
1387,0.4882964277335718
6261,0.48934218177488936
22427,0.4949429359269557
1348,0.48760387754904866
23959,0.49086656768415765
24455,0.4884414443237919
6441,0.4938152713440679
13576,0.4884849865564291
21421,0.4878335751029096
18542,0.4872749662976281
2303,0.48950158759978
4541,0.48945682787393213
22275,0.4883688756669381
14004,0.4913303895295563
2246,0.488043579292296
23304,0.49276622688519706
28181,0.4897931970738521
28971,0.49108200821684284
10488,0.4954285272778248
23594,0.4938813064354065
25132,0.4856259829477275
11381,0.4895011051181221
8885,0.48887706461386465
23577,0.4899561160242009
26207,0.48968371152859386
11901,0.49195467350411676
